ixdat version = 0.2.3
name = 01 Reshma1A 18H28 18H28_RuO2.pkl
technique = EC-MS
tstamp = 1535470034.0204
backend_name = BackendBase(none, address=none)
id = 1
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M32' and 'M72' and 'M44' and 'M2' and 'M34' and 'M20' and 'M40' and 'M4' and 'M36' and 'M18' and 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M32,	M72,	M44,	M2,	M34,	M20,	M40,	M4,	M36,	M18,	M28
152,	0.665217213160464,	0.006147811375031336,	1.0,	1.3835154299704281e-10,	2.051506887790037e-13,	3.3602692138031545e-12,	1.952064542136669e-11,	1.3532283312602405e-12,	2.72969786380597e-11,	6.471047272921008e-13,	5.700097607063943e-09,	3.1691090782143347e-13,	4.547496729797735e-10,	1.8540491889756477e-11
154,	0.6538265696640088,	0.0012519957740603066,	1.0,	1.0095906081124705e-10,	2.0324240593965934e-13,	3.379110843983944e-12,	1.8775671910795257e-11,	1.1671246567758349e-12,	2.7218125796604974e-11,	6.499203455267304e-13,	5.779456690326348e-09,	3.159284436870823e-13,	4.5710664151021075e-10,	1.861661188167181e-11
156,	0.6461140949106378,	-0.0019864599764613734,	1.0,	7.31474584401867e-11,	2.0133412310031497e-13,	3.343023648802363e-12,	1.8528033506192334e-11,	1.1424823596453912e-12,	2.7524517361648688e-11,	7.042502511492712e-13,	5.828230690123109e-09,	3.1250931905978006e-13,	4.5757463371166746e-10,	1.8471102955313835e-11
158,	0.6338424140255576,	-0.003974534850936583,	1.0,	5.0366852881223354e-11,	1.994258402609706e-13,	3.4877025938399404e-12,	1.9091911544811176e-11,	9.040639822189471e-13,	2.753224869484537e-11,	6.389467741926778e-13,	5.84966846328952e-09,	3.0217451553100463e-13,	4.590540402296199e-10,	1.8259513104778794e-11
160,	0.6242598322792751,	-0.00505691877001074,	1.0,	3.538244555357997e-11,	1.9751755742162624e-13,	3.344893403853286e-12,	1.875253116193239e-11,	8.901228055398805e-13,	2.75152940892895e-11,	6.403721136747129e-13,	5.876293082816801e-09,	3.14235480480317e-13,	4.5843329295384797e-10,	1.818031046505358e-11
162,	0.6148215360924602,	-0.005688131173988409,	1.0,	2.5505245896572302e-11,	1.9787179464985737e-13,	3.298089831102864e-12,	1.9015699582372204e-11,	9.145086070194564e-13,	2.7295774501555315e-11,	6.541344019649854e-13,	5.882970357438092e-09,	3.124965201162628e-13,	4.558288444918591e-10,	1.816148770574761e-11
164,	0.6042335799349919,	-0.006213013590242929,	1.0,	2.0550863704565165e-11,	1.962488078710706e-13,	3.1983694191985634e-12,	1.9294729885635668e-11,	9.050457557450757e-13,	2.7158563644573123e-11,	6.768528672318447e-13,	5.8820637203354386e-09,	3.118796639963414e-13,	4.554389987945445e-10,	1.792539774981671e-11
166,	0.5941038260997068,	-0.0066461760017931595,	1.0,	1.751030971197299e-11,	1.936899425229172e-13,	3.0940893014089646e-12,	1.8910634717999192e-11,	8.585197861284271e-13,	2.7180682625631913e-11,	6.053816395412785e-13,	5.907241202104799e-09,	3.0243579835325417e-13,	4.584933713086822e-10,	1.8122544088846467e-11
168,	0.5848249242893996,	-0.006912308022174868,	1.0,	1.527617585361796e-11,	1.955602200505321e-13,	2.912696726988224e-12,	1.9068960426637677e-11,	7.944184773016199e-13,	2.77584053288517e-11,	5.873858594626359e-13,	5.895027087996534e-09,	3.0524982668836346e-13,	4.5545554572482384e-10,	1.8329800300179373e-11
170,	0.5730633116104337,	-0.007030210436971417,	1.0,	1.4637831112205072e-11,	1.966835083552968e-13,	2.9011791996679034e-12,	1.8910105035743112e-11,	8.842607089393174e-13,	2.7600308070062538e-11,	6.286784451359226e-13,	5.9154351117079525e-09,	2.9628619401518113e-13,	4.5782649998996494e-10,	1.7908850331145594e-11
172,	0.5655160189907982,	-0.007131701000181571,	1.0,	1.366184649055076e-11,	1.9621847888711582e-13,	2.8374668328027723e-12,	1.9416113543620647e-11,	8.63773595679911e-13,	2.7115296055158143e-11,	6.179329095196706e-13,	5.907465522760421e-09,	3.1971451752329877e-13,	4.589837539629745e-10,	1.8027904741488268e-11
174,	0.5525143159250818,	-0.007218366547849629,	1.0,	1.3343829553726806e-11,	1.9575344941893487e-13,	2.735461819961613e-12,	1.9405774755905562e-11,	8.086745260516892e-13,	2.793173859485101e-11,	6.869965917514688e-13,	5.913333288287886e-09,	3.164078979470849e-13,	4.596211793435536e-10,	1.7482767345322504e-11
176,	0.5452846187507745,	-0.007297515805300001,	1.0,	1.2973823345687168e-11,	1.9528841995075393e-13,	2.6928561120428422e-12,	1.866758077472453e-11,	8.278592388161459e-13,	2.7470982107685172e-11,	6.293909685422307e-13,	5.90926037448027e-09,	2.885662216002996e-13,	4.5805798082165263e-10,	1.754597686511565e-11
178,	0.5341248674482205,	-0.007350194961587552,	1.0,	1.2451592964786597e-11,	1.9482339048257298e-13,	2.7511060455129003e-12,	1.9000979619519594e-11,	8.039737786240773e-13,	2.7697063065851105e-11,	6.260925713159278e-13,	5.913079382305985e-09,	3.4044605188664274e-13,	4.601050686145159e-10,	1.800913608319977e-11
180,	0.5236369848547984,	-0.007370152986160371,	1.0,	1.2417073041445063e-11,	1.9394875242646966e-13,	2.5669320239895668e-12,	1.930313179031024e-11,	8.812629997393895e-13,	2.7018717562003685e-11,	6.302911769351709e-13,	5.890657209618935e-09,	3.0623406764132183e-13,	4.56679917805989e-10,	1.7825568148034383e-11
182,	0.5148506508034386,	-0.007447503478338854,	1.0,	1.2362613019448552e-11,	1.9271032923276186e-13,	2.497372240174407e-12,	1.920875118898235e-11,	8.636217028330628e-13,	2.730524717456716e-11,	6.462125235514798e-13,	5.899533615487991e-09,	2.99334505148977e-13,	4.5877355342338866e-10,	1.7600796682236187e-11
184,	0.5039227535492292,	-0.007524043664255622,	1.0,	1.2288296162253618e-11,	1.9320684274536078e-13,	2.5610131919823544e-12,	1.865400700998512e-11,	8.559453100818609e-13,	2.7902800449048663e-11,	6.450320976331732e-13,	5.922141952964295e-09,	2.9247374645764897e-13,	4.6079946817579266e-10,	1.792430222822729e-11
186,	0.49356224813658045,	-0.007615695781562028,	1.0,	1.1703974102111045e-11,	1.9370335625795974e-13,	2.4853517481652107e-12,	1.873124527253621e-11,	8.887461207237146e-13,	2.7708214065257487e-11,	6.214934994197353e-13,	5.920070353928942e-09,	2.92356313365915e-13,	4.598737367310784e-10,	1.7423178443172736e-11
188,	0.48672648686151226,	-0.004465951952340397,	1.0,	1.1952835633413515e-11,	1.9419986977055866e-13,	2.5295891336174313e-12,	1.8611514796924613e-11,	8.270271785556445e-13,	2.8043569151665268e-11,	6.149573442044375e-13,	5.915193960007471e-09,	3.068884625088506e-13,	4.6230647059809395e-10,	1.797677168801916e-11
190,	0.4992335563558802,	0.0057566977205262835,	1.0,	1.1509249765298966e-11,	1.946963832831576e-13,	2.460012336561714e-12,	1.868355894327762e-11,	7.934312758235464e-13,	2.7890504364129135e-11,	5.990870678458225e-13,	5.921011162222245e-09,	3.039270339291027e-13,	4.608553823918079e-10,	1.7741036766456093e-11
192,	0.5073003945537222,	0.007585707747513146,	1.0,	1.1631818093186976e-11,	1.9519289679575654e-13,	2.3677593560247127e-12,	1.9126122779939207e-11,	8.582582701295208e-13,	2.776666686900623e-11,	6.541903785416736e-13,	5.918006408642842e-09,	3.2832517494792944e-13,	4.583183965855375e-10,	1.7555272040520492e-11
194,	0.5184847451056434,	0.008134351838313748,	1.0,	1.1409263607149297e-11,	1.9568941030835547e-13,	2.3548268356027895e-12,	1.9086947013783686e-11,	8.464190097039723e-13,	2.752052517442369e-11,	6.560074412490372e-13,	5.915866957234173e-09,	3.2864975286384774e-13,	4.595744949828771e-10,	1.7651736564617565e-11
196,	0.5273369833106438,	0.008402730178749464,	1.0,	1.0735187215256142e-11,	1.934509104574494e-13,	2.3292642763209373e-12,	1.8949648453158766e-11,	8.845036126234892e-13,	2.7900213544707486e-11,	6.041254499855626e-13,	5.903768724800212e-09,	3.1191827054808205e-13,	4.5706962273005865e-10,	1.7404463756758204e-11
198,	0.539350709051282,	0.008620891422957232,	1.0,	1.1120750329084027e-11,	1.9479566901150112e-13,	2.2752889239223843e-12,	1.89313819016379e-11,	8.585935592498646e-13,	2.7670183773834073e-11,	6.405865765230035e-13,	5.902851551247978e-09,	2.894395871328997e-13,	4.574538217010519e-10,	1.7313078517340568e-11
200,	0.5476124999848111,	0.008750794461160678,	1.897948437049327,	1.1067977659605993e-11,	1.9674834968814302e-13,	2.253436488760041e-12,	1.904332905755727e-11,	8.056155344123032e-13,	2.778335430449467e-11,	6.415838217169755e-13,	5.916362818982887e-09,	3.0359488681367507e-13,	4.6264289680858527e-10,	1.7594502499466102e-11
202,	0.5587124359113526,	0.008763813765910245,	2.0,	1.0992781566823122e-11,	1.9870103036478491e-13,	2.0964134081188717e-12,	1.884553854564785e-11,	7.95530935732437e-13,	2.747980593498656e-11,	5.766680483081632e-13,	5.914252813957769e-09,	3.5313651401209323e-13,	4.5831815048424224e-10,	1.7522903954543305e-11
204,	0.5688133956675245,	0.008822550151015086,	2.0,	1.0959383585907577e-11,	2.0065371104142679e-13,	2.05569622509477e-12,	1.9037645782601805e-11,	8.604793700098771e-13,	2.7397414428329547e-11,	5.906154796072647e-13,	5.924151325967002e-09,	3.002524891978165e-13,	4.563623221917224e-10,	1.7219631876458166e-11
206,	0.5782674155644976,	0.008917021241748911,	2.0,	1.0821594974336912e-11,	2.0260639171806869e-13,	2.2025186961991393e-12,	1.912067725140764e-11,	8.584610905211299e-13,	2.753242910854997e-11,	6.180436862537472e-13,	5.914006997508429e-09,	3.144319737226971e-13,	4.586901880695467e-10,	1.7505726094581264e-11
208,	0.5885454013932583,	0.009026573661538785,	2.0,	1.0729054686401991e-11,	2.0279747114583172e-13,	2.2182965729707923e-12,	1.9123275515825152e-11,	8.118859060399232e-13,	2.7703420399380534e-11,	6.375559307697349e-13,	5.901987301740787e-09,	3.115644404411935e-13,	4.5684504945389914e-10,	1.7165947197822803e-11
210,	0.5980757740929904,	0.00912786158213444,	2.0,	1.1126578502535537e-11,	1.9792280726528578e-13,	2.2765027356348937e-12,	1.876837175457535e-11,	8.22071495344121e-13,	2.7683976988218043e-11,	6.387934381816173e-13,	5.9067408742054005e-09,	3.1362799619644003e-13,	4.579762967815418e-10,	1.7237431191072166e-11
212,	0.6087367080105405,	0.009289318156317727,	2.0,	1.0824286323400344e-11,	1.968691042384954e-13,	2.190972529836548e-12,	1.917295442888262e-11,	8.383890955988874e-13,	2.749616120866009e-11,	6.378853706179796e-13,	5.912218637190172e-09,	3.059970762538024e-13,	4.6007156229378783e-10,	1.7253168422661403e-11
214,	0.6177053319732708,	0.00951456423711349,	2.0,	1.0853943307747648e-11,	1.9581540121170503e-13,	2.298903993830296e-12,	1.9107761894770722e-11,	8.050058735182825e-13,	2.776805628581968e-11,	6.50736766963053e-13,	5.917102183774128e-09,	3.1245243181031605e-13,	4.6011728526761145e-10,	1.7873993231949622e-11
216,	0.630110683371195,	0.00984273692452165,	2.0,	1.094038125327526e-11,	1.9476169818491466e-13,	2.1449910630269645e-12,	1.855124810957988e-11,	7.65243126702233e-13,	2.764782015093968e-11,	6.633600913405846e-13,	5.920028123968808e-09,	3.202780867106886e-13,	4.6076656014450487e-10,	1.7202075358067422e-11
218,	0.6377889849499571,	0.010339314067426868,	2.0,	1.0863501380122585e-11,	1.9370799515812428e-13,	2.2295964204714415e-12,	1.9274629070819267e-11,	8.030649333641796e-13,	2.7810740701469884e-11,	6.122758077057071e-13,	5.917038258302985e-09,	3.092305375468972e-13,	4.6048452744149667e-10,	1.6770680073927334e-11
220,	0.6493819787781694,	0.011280766108167686,	2.0,	1.1170827998040483e-11,	1.924177640134474e-13,	2.1993159625808885e-12,	1.8989148491289772e-11,	8.478458832169836e-13,	2.7484176728514546e-11,	6.573568382943747e-13,	5.910865129448559e-09,	3.2184632692149344e-13,	4.5734183260122787e-10,	1.717385753476274e-11
222,	0.6556695645361739,	0.012992074910387136,	2.0,	1.16948805201914e-11,	1.9115381743444515e-13,	2.3295642163283514e-12,	1.960681869650925e-11,	7.861828893348364e-13,	2.7593735478799422e-11,	6.305635403539553e-13,	5.902009746791425e-09,	3.1263504442896815e-13,	4.5653421196087467e-10,	1.7381658181353184e-11
224,	0.6688518520468473,	0.016085384875191792,	2.0,	1.3573363273819431e-11,	1.9099249664433576e-13,	2.2810558408720502e-12,	1.9273522240916595e-11,	8.18014270172882e-13,	2.745470760836757e-11,	6.255458943080287e-13,	5.917206792246666e-09,	2.9832147524874077e-13,	4.6146475460910475e-10,	1.7126050487960588e-11
226,	0.6773357497004748,	0.021270453759368264,	2.0,	1.7637198379848392e-11,	1.9083117585422638e-13,	2.467907254484526e-12,	1.894063468920775e-11,	8.18614371644335e-13,	2.8004895634388553e-11,	5.991123907281552e-13,	5.90907935293579e-09,	3.1050183394944066e-13,	4.594191399653091e-10,	1.7111636244977526e-11
228,	0.6884489447905433,	0.028789470510719433,	2.0,	2.539533829164532e-11,	1.90669855064117e-13,	2.533094595802842e-12,	1.889565781686489e-11,	8.55963106523948e-13,	2.7434844970335637e-11,	6.398730188202771e-13,	5.893844013562731e-09,	3.004948766998322e-13,	4.593694011130909e-10,	1.786850770103559e-11
230,	0.6967895062547386,	0.03848012533283494,	2.0,	4.0423422454123616e-11,	1.905085342740076e-13,	2.474837814379477e-12,	1.899619162087715e-11,	9.354150270519627e-13,	2.7121768170081296e-11,	6.320567060386718e-13,	5.874050332908464e-09,	3.0659324584108014e-13,	4.594089702973342e-10,	1.7194815083587388e-11
232,	0.7093696484033827,	0.04986015772049885,	2.0,	6.262252538304727e-11,	1.9334927043085548e-13,	2.64675229209254e-12,	1.918480719351131e-11,	9.677353731158054e-13,	2.739939845041656e-11,	6.349511334294737e-13,	5.818157150117831e-09,	3.0104578782334447e-13,	4.5774254979487503e-10,	1.70432572047035e-11
234,	0.7157371225631494,	0.06252159623347682,	2.0,	9.273755809410928e-11,	1.9706036551310633e-13,	2.7698053209108876e-12,	1.9177600577113825e-11,	1.262164358866186e-12,	2.6758916976787543e-11,	6.33888384877711e-13,	5.782453441365074e-09,	3.100334250929804e-13,	4.5809839826547604e-10,	1.7203510508195702e-11
236,	0.7284579048197026,	0.07602407365921415,	2.0,	1.2876285090974053e-10,	1.9492485258977019e-13,	2.737849580470236e-12,	1.8959304099684192e-11,	1.3306579859715513e-12,	2.7819896826341333e-11,	6.24974137716194e-13,	5.72967395805617e-09,	3.2033616910036055e-13,	4.599245242380068e-10,	1.6889414265668906e-11
238,	0.7344174734448575,	0.08644264914416404,	2.0,	1.7118083725477836e-10,	1.9278933966643404e-13,	2.929687238003627e-12,	1.9389523654618888e-11,	1.6708795994160351e-12,	2.744924594929802e-11,	6.749041521304286e-13,	5.657031493274662e-09,	3.160643665519615e-13,	4.5954434304944423e-10,	1.689629097248783e-11
240,	0.7250728770088648,	0.07163283094957189,	2.0,	2.188404798538524e-10,	1.9935140710557598e-13,	3.011353962320024e-12,	1.889002930723865e-11,	1.7784567006062198e-12,	2.700837849928127e-11,	6.994703508411755e-13,	5.5813791224618444e-09,	3.019634305156918e-13,	4.56689417220427e-10,	1.7068007549945194e-11
242,	0.7150516886678582,	0.05764645458481611,	2.0,	2.6564275307751474e-10,	2.0012174385182488e-13,	3.1958390244250522e-12,	1.894559303546142e-11,	1.822535155675035e-12,	2.746549458812402e-11,	6.341475487562091e-13,	5.531926868952123e-09,	3.284929229796888e-13,	4.6098926407388286e-10,	1.745847227547768e-11
244,	0.7034110249037032,	0.04444757076220382,	2.0,	2.8233726282741663e-10,	2.008920805980738e-13,	2.885890146162727e-12,	1.8555306637395876e-11,	2.045021493549823e-12,	2.7121210369506277e-11,	6.487953904284337e-13,	5.515161118582517e-09,	3.309365362872207e-13,	4.5938891710864523e-10,	1.719415470097071e-11
246,	0.6946306426348775,	0.03230843928708303,	2.0,	2.591652428457065e-10,	2.016624173443227e-13,	3.3065388000035683e-12,	1.8765394266159896e-11,	1.8869227573222244e-12,	2.734399764940602e-11,	6.576975851220077e-13,	5.5450064803551096e-09,	3.104125516017563e-13,	4.553081835362469e-10,	1.7634480524408878e-11
248,	0.6860667593714215,	0.021601897859206517,	2.0,	2.207909804598094e-10,	1.950785588190883e-13,	3.157570741568511e-12,	1.9243491679789867e-11,	1.7915251657435422e-12,	2.721066015471909e-11,	6.433656520070484e-13,	5.584968641248061e-09,	2.9448029739682085e-13,	4.546628782612841e-10,	1.720378161670763e-11
250,	0.6733015045258685,	0.012670181141290206,	2.0,	1.7979089103612487e-10,	2.0173689310910777e-13,	3.1170367734463823e-12,	1.8695799441067345e-11,	1.5426817152911728e-12,	2.732406678976957e-11,	6.582666087291826e-13,	5.643407074220587e-09,	3.1960075075893887e-13,	4.5441273434813915e-10,	1.736828807367902e-11
252,	0.6647298588871934,	0.005781758818728954,	2.0,	1.3867983522232585e-10,	1.999638911837764e-13,	3.183981436785227e-12,	1.8587202345827255e-11,	1.4191239085129817e-12,	2.730404278761264e-11,	7.145227707151632e-13,	5.717341789876695e-09,	3.1184919151328496e-13,	4.604363633753798e-10,	1.7299746306783524e-11
254,	0.6561297404721879,	0.0009316346257722651,	2.0,	1.0123594941348028e-10,	1.98190889258445e-13,	3.2415333738815288e-12,	1.88595780848912e-11,	1.2347620753109893e-12,	2.722919038010644e-11,	6.00140875324448e-13,	5.76015272962873e-09,	2.9321155044510385e-13,	4.5621364467946216e-10,	1.7098125249635656e-11
256,	0.6445964879177654,	-0.0022408846174425093,	2.0,	7.175894831335753e-11,	1.9711502272979968e-13,	3.0590344167013023e-12,	1.875932744330683e-11,	1.1114505998442619e-12,	2.749707314502275e-11,	6.627696749135131e-13,	5.824604668162321e-09,	3.1289563027646866e-13,	4.5755475872697813e-10,	1.7062667316854298e-11
258,	0.634430700222667,	-0.0041898201373390094,	2.0,	5.0093362290187794e-11,	1.9604827384973084e-13,	3.1098597098929392e-12,	1.88401656341853e-11,	9.599229491050303e-13,	2.7318426660983996e-11,	5.560252820937901e-13,	5.855664384620069e-09,	3.224327595613328e-13,	4.574629636720674e-10,	1.719650559431913e-11
260,	0.6269619794231365,	-0.005219042504538722,	2.0,	3.534418438321889e-11,	1.9432748372457825e-13,	2.957134660514008e-12,	1.888498142333642e-11,	9.425392571964607e-13,	2.66798161968903e-11,	6.585156611648286e-13,	5.8566235700408226e-09,	3.0588956930454445e-13,	4.553362756789721e-10,	1.696568179368658e-11
262,	0.6131023575258316,	-0.005807146333909303,	2.0,	2.5970599267552127e-11,	1.9157977139630521e-13,	2.9260631593789175e-12,	1.920324998640935e-11,	8.794780756236315e-13,	2.7696256124169574e-11,	6.048167998101048e-13,	5.884812135755978e-09,	3.080881679386886e-13,	4.5316472723946234e-10,	1.7294603586688784e-11
264,	0.6058151023380369,	-0.006317161336888859,	2.0,	2.0229601670735126e-11,	1.9130047346992246e-13,	2.8309547772591794e-12,	1.8866054005130974e-11,	8.634226448654401e-13,	2.7187627885155135e-11,	6.002959898422849e-13,	5.88139909666526e-09,	3.2698826090528894e-13,	4.5352294207001785e-10,	1.7300210713653472e-11
266,	0.5951855203162384,	-0.006757473472374001,	2.0,	1.638523042742966e-11,	1.9640363875460583e-13,	2.7399841197449112e-12,	1.8891405399279237e-11,	8.748782320713215e-13,	2.7526715746241495e-11,	6.539776897207527e-13,	5.90806906301181e-09,	2.9150855240325337e-13,	4.5783660839844923e-10,	1.7365356934751795e-11
268,	0.5834465718752808,	-0.006972977820968682,	2.0,	1.556702761435143e-11,	2.015068040392892e-13,	2.7211761493269817e-12,	1.9281308308529136e-11,	8.803241535628914e-13,	2.7545198580026104e-11,	6.905221476322515e-13,	5.888446176283962e-09,	2.8812605095445374e-13,	4.566087813251559e-10,	1.7333542294197376e-11
270,	0.5754932113994231,	-0.007068885447992856,	2.0,	1.4030838886535918e-11,	1.9964915029640574e-13,	2.6920096438785377e-12,	1.9054990760255723e-11,	8.63649192936163e-13,	2.7758581973867867e-11,	6.285159166608656e-13,	5.9181772663669834e-09,	3.195159302154209e-13,	4.5819310697714005e-10,	1.696332381985572e-11
272,	0.5643115297867703,	-0.0071811868042601975,	2.0,	1.3215929671561863e-11,	1.9728805019162655e-13,	2.692692640285991e-12,	1.8642064239939762e-11,	8.798502206429386e-13,	2.756295767984073e-11,	6.371379435231581e-13,	5.916255918955977e-09,	2.750832965910934e-13,	4.6092446004203087e-10,	1.6952852219083153e-11
274,	0.5530242861593517,	-0.007267947317741406,	2.0,	1.2792807469576205e-11,	1.9537154752657648e-13,	2.621261923678465e-12,	1.8668935296379945e-11,	8.16543758967057e-13,	2.7549852737595934e-11,	6.523768395216766e-13,	5.892333510084649e-09,	2.877440850115687e-13,	4.5557283596048296e-10,	1.7118952201737733e-11
276,	0.5450308209058836,	-0.007318478900752115,	2.0,	1.2538340148677449e-11,	1.961249388385435e-13,	2.5234160194866594e-12,	1.8778628428399885e-11,	8.424716241026164e-13,	2.7437891267246257e-11,	6.472948591404297e-13,	5.906135480363317e-09,	2.875019311111811e-13,	4.590241868860174e-10,	1.6882854273152978e-11
278,	0.5341999876266086,	-0.007384809211027286,	2.0,	1.2320917671343971e-11,	1.8607466624917447e-13,	2.631272622340312e-12,	1.8855889171778364e-11,	8.672377749990201e-13,	2.7318308270576228e-11,	6.205751167456832e-13,	5.895813819968227e-09,	3.388294625238246e-13,	4.5709453754589143e-10,	1.6860083464706614e-11
280,	0.5240057374499928,	-0.00742330521977275,	2.0,	1.2225946851590866e-11,	1.9282371171725081e-13,	2.5978355550536616e-12,	1.880694444818357e-11,	8.634243666386972e-13,	2.7106475799898104e-11,	6.763580083635707e-13,	5.8988685307546586e-09,	3.45598081712425e-13,	4.572878905759016e-10,	1.688315140015578e-11
282,	0.5161109880920551,	-0.0074794102569155415,	2.0,	1.1668686810591296e-11,	1.9318746151134366e-13,	2.534206820545355e-12,	1.8754135018000024e-11,	8.260426956941177e-13,	2.6872859702523802e-11,	5.750632979623301e-13,	5.914229184841232e-09,	3.124310990924039e-13,	4.5995241058053286e-10,	1.6791956762252798e-11
284,	0.5047308938512579,	-0.007544939387386288,	2.0,	1.1984404361105775e-11,	1.9355121130543648e-13,	2.3637728958607428e-12,	1.8992834997936448e-11,	8.213398430028995e-13,	2.7056248721400517e-11,	6.042920551659868e-13,	5.92170244324033e-09,	2.8831572852962404e-13,	4.5627124155417317e-10,	1.6762735760221984e-11
286,	0.4931014880783444,	-0.007666227192561268,	2.0,	1.1795127067752006e-11,	1.9391496109952932e-13,	2.314761061885029e-12,	1.854791217712892e-11,	8.821373399168717e-13,	2.7391316982017255e-11,	5.884542636059305e-13,	5.914641441223425e-09,	3.267636115368683e-13,	4.585851039216914e-10,	1.6694674710702124e-11
288,	0.48835106402184014,	-0.004449485610323156,	2.0,	1.1712787506201419e-11,	1.9432362618143934e-13,	2.31121234200172e-12,	1.8489332291045057e-11,	8.726755131519884e-13,	2.7000840367289896e-11,	6.595877833607088e-13,	5.896830589093082e-09,	3.1040594244705676e-13,	4.551149148640978e-10,	1.6921917594629653e-11
290,	0.4962614042900671,	0.005807198955807289,	2.0,	1.1373348256546176e-11,	1.9514488137620846e-13,	2.192926558166341e-12,	1.9192688022910678e-11,	8.983239358142149e-13,	2.7438293172955182e-11,	5.876840062478829e-13,	5.906703858105584e-09,	3.175674113168879e-13,	4.558550734025049e-10,	1.676513020705262e-11
